source,target,type
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1641,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1642,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1643,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1644,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1645,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1646,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1647,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1648,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1649,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1650,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1650,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1651,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1652,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1653,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1420,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1653,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1653,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1509,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1653,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1521,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1653,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1523,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1653,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1524,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1654,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1655,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1656,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1656,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1475,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1657,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1428,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1657,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1658,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1659,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1660,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1661,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1662,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1663,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1664,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1665,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1666,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1471,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1667,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1486,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1677,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1678,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1679,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1680,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1680,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1495,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1681,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1681,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1495,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1682,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1682,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1495,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1683,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1683,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1495,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1688,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1509,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1689,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1509,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1690,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1690,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1690,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1513,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1691,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1691,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1691,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1513,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1692,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1413,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1692,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1692,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1513,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1693,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1693,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1501,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1693,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1518,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1695,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1505,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1695,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1529,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1696,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1505,ASSOCIATED_WITH
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1696,4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1529,ASSOCIATED_WITH
